A1BG
E2F2
E2F5
E2F7
EAF2
EBF1
EBF3
EBF4
EBI3
ECE1
ECEL1
ECHDC2
ECHDC3
ECI2
ECM1
EDA2R
EDARADD
EDIL3
EDN1
EDN2
EDNRA
EDNRB
EEF1A2
EEPD1
EFEMP1
EFEMP2
EFHD1
EFNA1
EFNA2
EFNA3
EFNA4
EFNA5
EFNB1
EFNB2
EFNB3
EFR3B
EFS
EGFL7
EGFL8
EGFLAM
EGFR
EGLN3
EGR1
EGR2
EGR3
EHBP1L1
EHD2
EHD3
EHD4
EHF
EHHADH
EIF1AY
EIF4E3
EIF4EBP3
EIF5A2
ELAVL2
ELAVL3
ELAVL4
ELF3
ELF4
ELF5
ELFN1
ELFN2
ELK3
ELL2
ELL3
ELMO1
ELMO3
ELN
ELOVL2
ELOVL4
ELOVL5
ELOVL6
ELOVL7
EMB
EMID1
EMILIN1
EMILIN2
EML1
EML5
EML6
EMP1
EMP2
EMP3
EN1
EN2
ENAH
ENC1
ENDOD1
ENG
ENHO
ENO2
ENO3
ENOSF1
ENOX1
ENPP1
ENPP2
ENPP4
ENPP5
ENTPD1
ENTPD2
EPAS1
EPB41
EPB41L1
EPB41L2
EPB41L3
EPB41L4A
EPB41L4B
EPCAM
EPDR1
EPGN
EPHA1
EPHA10
EPHA2
EPHA3
EPHA4
EPHA5
EPHA7
EPHB1
EPHB2
EPHB3
EPHB4
EPHB6
EPHX1
EPHX2
EPHX4
EPN2
EPN3
EPPK1
EPS8
EPS8L1
EPS8L2
EPS8L3
EPSTI1
ERAP1
ERAP2
ERBB2
ERBB3
EREG
ERG
ERMP1
ERN2
ERP27
ERRFI1
ERVMER34-1
ESAM
ESM1
ESPN
ESRP1
ESRP2
ETFB
ETHE1
ETNK2
ETS1
ETS2
ETV1
ETV4
ETV5
ETV7
EVC
EVI2A
EVI2B
EVL
EVPL
EXOC6B
EXPH5
EXT1
EXTL1
EYA1
EYA2
EYA4
EZR
F11R
F12
F2R
F2RL1
F2RL2
F3
FA2H
FAAH
FAAH2
FABP1
FABP3
FABP4
FABP5
FABP6
FABP7
FADS1
FADS2
FADS3
FAH
FAHD2B
FAIM
FAIM2
FAM107B
FAM110A
FAM110B
FAM110C
FAM111A
FAM111B
FAM114A1
FAM117A
FAM131B
FAM133A
FAM13A
FAM149A
FAM167A
FAM167B
FAM169A
FAM171A1
FAM171A2
FAM171B
FAM174B
FAM178B
FAM180A
FAM184A
FAM20C
FAM210B
FAM24B
FAM25A
FAM3B
FAM3C
FAM3D
FAM43A
FAM50B
FAM72B
FAM78A
FAM78B
FAM81A
FAM83A
FAM83B
FAM83D
FAM83E
FAM83F
FAM83G
FAM83H
FAM89A
FAP
FAR2
FARP1
FAS
FASN
FAT1
FAT2
FAT4
FBLIM1
FBLL1
FBLN1
FBLN2
FBLN5
FBLN7
FBN1
FBN2
FBP1
FBRSL1
FBXL16
FBXL7
FBXO17
FBXO2
FBXO27
FBXO32
FBXO41
FBXO44
FBXO6
FCER1G
FCER2
FCGBP
FCGR2A
FCGRT
FCHO1
FCHSD1
FCRLA
FDCSP
FERMT1
FERMT2
FERMT3
FES
FEZ1
FEZF1
FGA
FGB
FGD1
FGD3
FGD4
FGD6
FGF1
FGF11
FGF12
FGF13
FGF18
FGF19
FGF2
FGF5
FGF7
FGF9
FGFBP1
FGFBP2
FGFR1
FGFR2
FGFR3
FGFR4
FGFRL1
FGG
FGR
FHDC1
FHIT
FHL1
FHL2
FHL3
FHOD3
FIBCD1
FIGN
FILIP1L
FJX1
FKBP10
FKBP11
FKBP1B
FKBP5
FKBP7
FKBP9
FLG
FLI1
FLNA
FLNB
FLNC
FLRT2
FLRT3
FLT1
FMN1
FMN2
FMNL1
FMNL2
FMNL3
FMOD
FN1
FN3K
FNBP1
FNBP1L
FNDC3B
FNDC4
FNDC5
FOLR1
FOS
FOSB
FOSL1
FOSL2
FOXA1
FOXA2
FOXA3
FOXC1
FOXC2
FOXD1
FOXE1
FOXF1
FOXF2
FOXG1
FOXJ1
FOXL1
FOXN3
FOXO1
FOXP1
FOXQ1
FOXRED2
FRAS1
FREM1
FREM2
FRMD3
FRMD4A
FRMD4B
FRMD5
FRMD6
FRY
FRZB
FSCN1
FSD1
FST
FSTL1
FSTL3
FSTL5
FTH1
FTL
FUCA1
FUCA2
FURIN
FUT1
FUT2
FUT3
FUT4
FUT8
FUZ
FXYD2
FXYD3
FXYD5
FXYD6
FYN
FZD1
FZD2
FZD4
FZD5
FZD6
FZD7
FZD8
G0S2
G6PD
GAA
GAB1
GAB2
GABARAPL1
GABBR1
GABRA3
GABRB3
GABRE
GABRP
GAD1
GADD45A
GADD45B
GADD45G
GAGE1
GAGE12F
GAGE13
GAGE2A
GAGE2E
GAL
GAL3ST1
GAL3ST4
GALC
GALM
GALNT10
GALNT11
GALNT12
GALNT13
GALNT14
GALNT2
GALNT3
GALNT4
GALNT5
GALNT6
GALNT7
GAMT
GAP43
GAS1
GAS2
GAS2L1
GAS2L3
GAS6
GAS7
GAS8
GATA2
GATA3
GATA4
GATA6
GATM
GBE1
GBGT1
GBP1
GBP2
GBP3
GBP4
GBP5
GCA
GCH1
GCHFR
GCLC
GCLM
GCNT1
GCNT2
GCNT3
GDA
GDAP1
GDAP1L1
GDF11
GDF15
GDF6
GDNF
GDPD3
GDPD5
GEM
GFI1
GFOD1
GFPT2
GFRA1
GFRA2
GGH
GGT1
GGT5
GGT6
GGT7
GIMAP2
GIPC1
GIPC2
GIPR
GJA1
GJA5
GJB1
GJB2
GJB3
GJB4
GJB5
GJB6
GJC1
GLB1L2
GLCCI1
GLDC
GLI1
GLI2
GLI3
GLIPR1
GLIPR2
GLIS2
GLIS3
GLRB
GLRX
GLS
GLS2
GLT8D2
GLUL
GLYCTK
GM2A
GMFG
GMPR
GNA11
GNA15
GNAI1
GNAO1
GNAQ
GNAZ
GNB3
GNB4
GNE
GNG11
GNG12
GNG2
GNG4
GNG7
GNGT2
GOLGA7B
GOLGA8A
GOLGA8B
GOLIM4
GOLM1
GOLT1A
GPA33
GPAT2
GPC1
GPC2
GPC3
GPC4
GPC6
GPD2
GPHN
GPM6A
GPM6B
GPNMB
GPR132
GPR137B
GPR143
GPR15
GPR153
GPR157
GPR158
GPR160
GPR161
GPR162
GPR173
GPR176
GPR183
GPR27
GPR35
GPR37
GPR39
GPR68
GPR87
GPRASP2
GPRC5A
GPRC5B
GPRC5C
GPRC5D
GPRIN1
GPRIN3
GPSM1
GPSM3
GPT2
GPX1
GPX2
GPX3
GPX7
GPX8
GRAMD1B
GRAMD4
GRAP
GRB10
GRB14
GRB7
GREB1
GREB1L
GREM1
GRHL1
GRHL2
GRHL3
GRIK2
GRIK3
GRIK5
GRIN2D
GRIP1
GRK5
GRP
GRTP1
GSDMB
GSDMC
GSDMD
GSN
GSPT2
GSTA1
GSTA4
GSTM1
GSTM2
GSTM3
GSTM4
GSTO1
GSTO2
GSTP1
GTF2IRD1
GTSF1
GUCY2C
GULP1
GXYLT2
GYG2
GYPC
GZMB
HAAO
HABP4
HAGHL
HAND2
HAP1
HAPLN1
HAPLN3
HAS2
HAS3
HAVCR1
HBA1
HBA2
HBB
HBE1
HBEGF
HBG2
HBQ1
HCAR1
HCAR2
HCK
HCLS1
HCN2
HCST
HDAC9
HEBP1
HEBP2
HEG1
HENMT1
HEPACAM2
HEPH
HERC5
HERC6
HES1
HES2
HES4
HES6
HEXA
HEXB
HEY1
HEY2
HFE
HGD
HGF
HHAT
HHEX
HHIP
HHIPL2
HHLA2
HIF1A
HIP1
HIP1R
HIPK2
HIVEP3
HK1
HK2
HKDC1
HLA-A
HLA-B
HLA-C
HLA-DMA
HLA-DMB
HLA-DOA
HLA-DOB
HLA-DPA1
HLA-DPB1
HLA-DQA1
HLA-DQA2
HLA-DQB1
HLA-DRA
HLA-DRB1
HLA-DRB5
HLA-E
HLA-F
HLTF
HLX
HMCN1
HMGA1
HMGA2
HMGB2
HMGB3
HMGCS1
HMGCS2
HMGN3
HMGN5
HMOX1
HMSD
HNF1A
HNF1B
HNF4A
HNF4G
HNMT
HOGA1
HOMER2
HOMER3
HOOK1
HOPX
HORMAD1
HOXA1
HOXA10
HOXA11
HOXA13
HOXA3
HOXA4
HOXA5
HOXA6
HOXA7
HOXA9
HOXB13
HOXB2
HOXB3
HOXB4
HOXB5
HOXB6
HOXB7
HOXB8
HOXB9
HOXC10
HOXC11
HOXC12
HOXC13
HOXC4
HOXC6
HOXC8
HOXC9
HOXD10
HOXD11
HOXD13
HOXD4
HOXD8
HOXD9
HPCA
HPCAL1
HPDL
HPGD
HPN
HPSE
HR
HRCT1
HRH1
HRK
HS3ST1
HS3ST3A1
HS3ST3B1
HS6ST1
HS6ST2
HSBP1L1
HSD11B1
HSD11B2
HSD17B1
HSD17B11
HSD17B14
HSD17B2
HSD17B8
HSD3B7
HSF4
HSH2D
HSPA12A
HSPA1A
HSPA1B
HSPA2
HSPA4L
HSPB1
HSPB2
HSPB3
HSPB6
HSPB7
HSPB8
HSPG2
HTATIP2
HTR1D
HTR7
HTRA1
HTRA3
HUNK
HVCN1
HYAL1
HYI
IAH1
ICA1
ICAM1
ICAM2
ICAM3
ICAM4
ICAM5
ICOSLG
ID1
ID2
ID3
ID4
IDH2
IDUA
IER3
IER5L
IFFO1
IFFO2
IFI16
IFI27
IFI27L2
IFI30
IFI35
IFI44
IFI44L
IFI6
IFIH1
IFIT1
IFIT2
IFIT3
IFIT5
IFITM1
IFITM10
IFITM2
IFITM3
IGDCC4
IGF1R
IGF2
IGF2BP1
IGF2BP2
IGF2BP3
IGFBP1
IGFBP2
IGFBP3
IGFBP4
IGFBP5
IGFBP6
IGFBP7
IGFBPL1
IGFL1
IGFL2
IGFN1
IGLL1
IGLL5
IGSF11
IGSF3
IGSF8
IGSF9
IGSF9B
IHH
IKBIP
IKBKE
IKZF1
IKZF2
IKZF3
IL10RA
IL11
IL11RA
IL12RB1
IL12RB2
IL13RA1
IL13RA2
IL15
IL15RA
IL16
IL17D
IL17RB
IL17RC
IL17RD
IL17RE
IL18
IL1A
IL1B
IL1R1
IL1R2
IL1RAP
IL1RN
IL20RA
IL20RB
IL21R
IL22RA1
IL23A
IL24
IL27RA
IL2RA
IL2RB
IL2RG
IL31RA
IL32
IL33
IL4I1
IL4R
IL6
IL6R
IL6ST
IL7R
ILDR1
ILDR2
IMPA2
IMPACT
INA
INF2
INHBA
INHBB
INHBE
INPP1
INPP4B
INPP5D
INPP5J
INSIG1
INSM1
INSR
IQCJ-SCHIP1
IQGAP2
IQGAP3
IQSEC2
IRAK2
IRAK3
IRF1
IRF4
IRF5
IRF6
IRF7
IRF8
IRF9
IRS1
IRS2
IRX1
IRX2
IRX3
IRX4
IRX5
ISG15
ISG20
ISL1
ISLR
ISYNA1
ITGA1
ITGA10
ITGA11
ITGA2
ITGA2B
ITGA3
ITGA4
ITGA5
ITGA6
ITGA7
ITGA9
ITGAL
ITGAV
ITGAX
ITGB1
ITGB2
ITGB3
ITGB4
ITGB5
ITGB6
ITGB7
ITGB8
ITGBL1
ITIH5
ITM2A
ITM2B
ITM2C
ITPKA
ITPKB
ITPR1
ITPR2
ITPR3
ITPRIP
ITPRIPL1
ITPRIPL2
IVL
JAG1
JAG2
JAK3
JAKMIP1
JAKMIP2
JAM2
JAM3
JAZF1
JDP2
JOSD2
JPH1
JPH2
JPH4
JSRP1
JUN
JUNB
JUND
JUP
KALRN
KANK1
KANK2
KANK4
KAT2B
KATNAL1
KAZALD1
KAZN
KBTBD11
KCNAB2
KCNC3
KCNE3
KCNE4
KCNG1
KCNH2
KCNIP3
KCNJ15
KCNJ8
KCNK1
KCNK2
KCNK3
KCNK5
KCNK6
KCNMA1
KCNMB4
KCNN4
KCNQ1
KCNQ2
KCNQ5
KCNS3
KCTD1
KCTD11
KCTD12
KCTD14
KCTD15
KCTD17
KDELR3
KDM5B
KDM5D
KHDC1
KHDRBS3
KHK
KIAA0040
KIAA0408
KIAA1217
KIAA1522
KIAA1671
KIF12
KIF13A
KIF1A
KIF1C
KIF21A
KIF21B
KIF26A
KIF26B
KIF3C
KIF5A
KIF5C
KIF7
KIFC2
KIFC3
KIRREL3
KISS1
KIT
KITLG
KLC3
KLF11
KLF12
KLF13
KLF2
KLF3
KLF4
KLF5
KLF6
KLF7
KLF9
KLHDC7B
KLHDC8B
KLHDC9
KLHL13
KLHL14
KLHL23
KLHL29
KLHL35
KLHL4
KLHL5
KLHL6
KLHL9
KLK1
KLK10
KLK11
KLK5
KLK6
KLK7
KLK8
KLRC2
KLRG2
KMO
KRBA1
KRBOX1
KREMEN1
KREMEN2
KRT13
KRT14
KRT15
KRT16
KRT17
KRT18
KRT19
KRT20
KRT23
KRT34
KRT4
KRT5
KRT6A
KRT6B
KRT7
KRT8
KRT80
KRT81
KRT86
KRTCAP3
KSR1
KYNU
L1CAM
LACC1
LACTB2
LAD1
LAIR1
LAMA1
LAMA3
LAMA4
LAMA5
LAMB1
LAMB2
LAMB3
LAMC1
LAMC2
LAMC3
LAMP3
LAMP5
LAPTM4B
LAPTM5
LARP6
LAT
LAT2
LATS2
LAYN
LBH
LCK
LCN2
LCP1
LCP2
